"nwspol","netusoft","netustm","ppltrst","pplfair","pplhlp","polintr","psppsgva","actrolga","psppipla","cptppola","trstprl","trstlgl","trstplc","trstplt","trstprt","trstep","trstun","vote","happy","sclmeet","inprdsc","sclact","crmvct","aesfdrk","health","hlthhmp","atchctr","atcherp","rlgblg","rlgdgr","rlgatnd","pray","dscrgrp","ctzcntr","brncntr","livecnta","feethngr","facntr","mocntr","ccrdprs","wrclmch","ctrlife","etfruit","eatveg","dosprt","cgtsmok","alcfreq","alcwkdy","alcwknd","alcbnge","height","weighta","medtrun","stflife","gndr","agea","rshpsts","ipstrgva","vacc19","prtvtebe","prtclebe"
150,"5 - Every day",240,3,5,2,"3 - Hardly interested","2 - Very little","1 - Not at all able","1 - Not at all","2 - A little confident",4,5,5,3,3,6,6,"Yes",6,"4 - Several times a month","2","1 - Much less than most","Yes","2 - Safe","4 - Bad","1 - Yes a lot",9,9,"No",0,"7 - Never","7 - Never","Yes","Yes","Yes",NA,"No","Yes","Yes",6,"3 - Somewhat worried",3,"4 - Less than once a day but at least 4 times a week","3 - Once a day",0,"4 - I don’t smoke now but I used to","7 - Never",NA,NA,"6 - Not applicable",168,79,"No",2,"Female",67,"Legally married","5 - Not like me","Yes","PS","Ecolo"
5,"5 - Every day",720,6,6,5,"3 - Hardly interested","3 - Some","3 - Quite able","3 - Some","3 - Quite confident",7,8,7,5,5,6,4,"Yes",8,"3 - Once a month","3","2 - Less than most","No","1 - Very safe","2 - Good","2 - Yes to some extent",6,6,"No",0,"7 - Never","7 - Never","No","Yes","No",2004,"Yes","No","No",7,"4 - Very worried",6,"1 - Three times or more a day","1 - Three times or more a day",4,"4 - I don’t smoke now but I used to","5 - Once a month",0,20,"5 - Never",170,79,"No",8,"Female",49,"Legally married","3 - Somewhat like me","Yes",NA,NA
30,"4 - Most days",30,8,8,9,"4 - Not at all interested","3 - Some","2 - A little able","2 - Very little","1 - Not at all confident",8,6,8,9,9,8,8,"Yes",7,"4 - Several times a month","3","3 - About the same","No","2 - Safe","2 - Good","3 - No",7,5,"Yes",8,"5 - Only on special holy days","1 - Every day","No","Yes","Yes",NA,"Yes","Yes","Yes",5,"3 - Somewhat worried",6,"3 - Once a day","3 - Once a day",7,"4 - I don’t smoke now but I used to","1 - Every day",9.6,0,"5 - Never",180,83,"No",7,"Male",79,"Legally married","3 - Somewhat like me","Yes","Sp.a (Vooruit)",NA
60,"5 - Every day",540,5,8,4,"3 - Hardly interested",NA,"2 - A little able",NA,"2 - A little confident",8,9,7,6,6,9,8,"No",9,"6 - Several times a week","4-6","2 - Less than most","Yes","2 - Safe","2 - Good","3 - No",10,10,"No",0,"7 - Never","7 - Never","No","Yes","No",2011,"Yes","No","No",9,"4 - Very worried",8,"2 - Twice a day","2 - Twice a day",5,"4 - I don’t smoke now but I used to","3 - Once a week",9.6,10,"5 - Never",159,51,"No",9,"Female",48,"Legally married","3 - Somewhat like me","Yes",NA,NA
90,"1 - Never",NA,4,5,5,"1 - Very interested","2 - Very little","3 - Quite able","2 - Very little","3 - Quite confident",6,5,7,5,4,6,6,"Yes",8,"5 - Once a week","3","3 - About the same","No","1 - Very safe","3 - Fair","1 - Yes a lot",6,7,"No",5,"7 - Never","4 - At least once a month","No","Yes","Yes",NA,"Yes","Yes","Yes",6,"4 - Very worried",8,"4 - Less than once a day but at least 4 times a week","4 - Less than once a day but at least 4 times a week",1,"4 - I don’t smoke now but I used to","7 - Never",NA,NA,"6 - Not applicable",172,97,"No",7,"Male",70,"Legally married","3 - Somewhat like me","Yes","Open VLD",NA
20,"5 - Every day",300,5,7,5,"3 - Hardly interested","2 - Very little","2 - A little able","4 - A lot","2 - A little confident",5,5,7,3,3,3,7,"Yes",8,"6 - Several times a week","4-6","3 - About the same","No","1 - Very safe","2 - Good","3 - No",8,6,"Yes",3,"7 - Never","7 - Never","No","Yes","Yes",NA,"Yes","Yes","Yes",3,"2 - Not very worried",8,"3 - Once a day","3 - Once a day",3,"6 - I have never smoked","3 - Once a week",11.5,39.6,"2 - Weekly",200,130,"No",8,"Male",33,"Living with my partner - legally recognised","2 - Like me","Yes","N-VA","N-VA"
60,"1 - Never",NA,2,6,7,"3 - Hardly interested","2 - Very little","1 - Not at all able","1 - Not at all","1 - Not at all confident",7,7,2,7,6,5,5,"Yes",9,"6 - Several times a week","2","1 - Much less than most","No","3 - Unsafe","2 - Good","1 - Yes a lot",9,2,"Yes",10,"3 - Once a week","1 - Every day","No","Yes","Yes",NA,"Yes","Yes","Yes",4,"3 - Somewhat worried",7,"3 - Once a day","3 - Once a day",0,"6 - I have never smoked","6 - Less than once a month",72,NA,"5 - Never",165,65,"No",8,"Female",84,NA,"2 - Like me","Yes",NA,NA
5,"5 - Every day",150,5,6,3,"3 - Hardly interested","1 - Not at all","3 - Quite able","1 - Not at all","3 - Quite confident",0,1,1,1,1,2,4,"No",4,"4 - Several times a month","3","4 - More than most","No","2 - Safe","3 - Fair","3 - No",2,2,"Yes",2,"6 - Less often","3 - Once a week","Yes","Yes","No",1990,"No","No","No",2,"3 - Somewhat worried",1,"3 - Once a day","3 - Once a day",0,"6 - I have never smoked","3 - Once a week",23.2,152,"3 - Monthly",162,52,"Yes",4,"Female",24,NA,"1 - Very much like me","No",NA,"Sp.a (Vooruit)"
40,"5 - Every day",195,6,6,4,"3 - Hardly interested","1 - Not at all","2 - A little able","2 - Very little","3 - Quite confident",6,7,4,5,5,7,7,"Yes",8,"7 - Every day","4-6","3 - About the same","No","2 - Safe","2 - Good","2 - Yes to some extent",8,8,"Yes",8,"5 - Only on special holy days","1 - Every day","Yes","Yes","Yes",NA,"No","No","No",7,"3 - Somewhat worried",6,"3 - Once a day","4 - Less than once a day but at least 4 times a week",4,"6 - I have never smoked","7 - Never",NA,NA,"6 - Not applicable",158,61,"No",7,"Female",41,"Legally married","3 - Somewhat like me","Yes","Groen!","PVDA"
15,"5 - Every day",300,7,7,4,"2 - Quite interested","2 - Very little","4 - Very able","2 - Very little","4 - Very confident",0,2,3,2,2,0,3,"Yes",7,"6 - Several times a week","3","3 - About the same","No","2 - Safe","4 - Bad","2 - Yes to some extent",3,2,"Yes",6,"7 - Never","7 - Never","No","Yes","Yes",NA,"Yes","Yes","Yes",4,"3 - Somewhat worried",6,"3 - Once a day","3 - Once a day",7,"6 - I have never smoked","7 - Never",NA,NA,"6 - Not applicable",NA,NA,"No",7,"Female",47,"Legally married","3 - Somewhat like me","Yes",NA,NA
90,"1 - Never",NA,5,7,6,"2 - Quite interested","2 - Very little","1 - Not at all able","2 - Very little","1 - Not at all confident",3,5,5,3,4,4,6,"Yes",8,"3 - Once a month","3","1 - Much less than most","No","4 - Very unsafe","2 - Good","1 - Yes a lot",7,5,"Yes",7,"6 - Less often","1 - Every day",NA,"Yes","Yes",NA,"No","Yes","Yes",2,"1 - Not at all worried",5,"5 - Less than 4 times a week but at least once a week","5 - Less than 4 times a week but at least once a week",0,"5 - I have only smoked a few times","6 - Less than once a month",18,18,"5 - Never",164,95,"Yes",7,"Female",76,NA,"2 - Like me","Yes","N-VA",NA
90,"5 - Every day",120,5,4,3,"2 - Quite interested","2 - Very little","2 - A little able","1 - Not at all","2 - A little confident",8,2,8,1,2,1,4,"Yes",8,"4 - Several times a month","1","2 - Less than most","No","2 - Safe","2 - Good","3 - No",7,2,"Yes",5,"3 - Once a week","2 - More than once a week","Yes","Yes","Yes",NA,"Yes","Yes","Yes",8,"3 - Somewhat worried",8,"6 - Less than once a week","2 - Twice a day",3,"4 - I don’t smoke now but I used to","6 - Less than once a month",0,72,"5 - Never",160,72,"No",8,"Female",76,"Legally married","2 - Like me","Yes","N-VA","N-VA"
15,"5 - Every day",240,5,7,7,"3 - Hardly interested","2 - Very little","2 - A little able","2 - Very little","2 - A little confident",3,5,7,3,3,3,3,"Yes",8,"4 - Several times a month","4-6","3 - About the same","No","2 - Safe","2 - Good","3 - No",3,2,"No",3,"7 - Never","7 - Never","No","Yes","Yes",NA,"Yes","Yes","Yes",5,"3 - Somewhat worried",8,"3 - Once a day","4 - Less than once a day but at least 4 times a week",3,"3 - I smoke but not every day","2 - Several times a week",40,100,"2 - Weekly",175,60,"No",8,"Male",32,NA,"3 - Somewhat like me","Yes","Vlaams Belang","Vlaams Belang"
15,"5 - Every day",120,5,6,6,"3 - Hardly interested","2 - Very little","1 - Not at all able","2 - Very little","1 - Not at all confident",NA,NA,9,NA,7,NA,7,"Not eligible to vote",9,"2 - Less than once a month","2","2 - Less than most","No","2 - Safe","1 - Very good","3 - No",7,8,"No",5,"6 - Less often","7 - Never","No","Yes","Yes",NA,"Yes","Yes","Yes",6,"3 - Somewhat worried",8,"5 - Less than 4 times a week but at least once a week","4 - Less than once a day but at least 4 times a week",4,"6 - I have never smoked","4 - 2-3 times a month",30,10,"4 - Less than monthly",180,83,"No",NA,"Male",17,NA,NA,"Yes",NA,NA
60,"5 - Every day",600,7,7,4,"2 - Quite interested","3 - Some","3 - Quite able","3 - Some","4 - Very confident",6,7,10,5,6,7,7,"Yes",9,"6 - Several times a week","3","2 - Less than most","No","3 - Unsafe","2 - Good","3 - No",9,7,"No",7,"6 - Less often","6 - Less often","No","Yes","Yes",NA,"Yes","Yes","Yes",9,"5 - Extremely worried",9,"3 - Once a day","3 - Once a day",2,"6 - I have never smoked","2 - Several times a week",26.4,22.8,"4 - Less than monthly",171,65,"No",9,"Female",43,"Legally married","4 - A little like me","Yes","CD&V","CD&V"
15,"5 - Every day",360,3,5,4,"4 - Not at all interested","3 - Some","2 - A little able","2 - Very little","1 - Not at all confident",5,NA,8,NA,NA,NA,NA,"Not eligible to vote",4,"7 - Every day","2","1 - Much less than most","No","3 - Unsafe","2 - Good","3 - No",5,8,"No",0,"7 - Never","7 - Never","No","Yes","No",2017,"Yes","No","Yes",3,"2 - Not very worried",9,"3 - Once a day","3 - Once a day",6,"6 - I have never smoked","7 - Never",NA,NA,"6 - Not applicable",163,46,"Yes",5,"Female",16,NA,"2 - Like me","Yes",NA,NA
60,"5 - Every day",150,6,8,2,"1 - Very interested","3 - Some","3 - Quite able","2 - Very little","3 - Quite confident",6,8,6,4,5,7,6,"Yes",9,"4 - Several times a month","3","4 - More than most","No","2 - Safe","2 - Good","3 - No",8,7,"No",2,"7 - Never","7 - Never","Yes","No","Yes",NA,"Yes","No","No",9,"4 - Very worried",9,"2 - Twice a day","3 - Once a day",6,"4 - I don’t smoke now but I used to","3 - Once a week",0,42.8,"4 - Less than monthly",162,62,"No",8,"Female",55,"Living with my partner - legally recognised","2 - Like me","Yes","Ecolo","DéFI"
30,"5 - Every day",60,1,7,0,"4 - Not at all interested","1 - Not at all","1 - Not at all able","1 - Not at all","1 - Not at all confident",4,1,7,0,2,4,0,"Yes",5,"5 - Once a week","4-6","3 - About the same","No","2 - Safe","3 - Fair","2 - Yes to some extent",8,8,"No",3,"6 - Less often","7 - Never","No","Yes","Yes",NA,"Yes","Yes","Yes",0,"2 - Not very worried",7,"4 - Less than once a day but at least 4 times a week","4 - Less than once a day but at least 4 times a week",0,"5 - I have only smoked a few times","4 - 2-3 times a month",19.2,39.6,"2 - Weekly",169,60,"No",8,"Male",79,NA,"1 - Very much like me","Yes","MR","MR"
0,"4 - Most days",180,4,7,8,"4 - Not at all interested","2 - Very little","2 - A little able","2 - Very little","3 - Quite confident",0,0,4,0,5,NA,7,"Not eligible to vote",9,"6 - Several times a week","2","3 - About the same","Yes","2 - Safe","1 - Very good","2 - Yes to some extent",7,2,"No",0,"5 - Only on special holy days","7 - Never","No","Yes","Yes",NA,"Yes","Yes","Yes",8,"3 - Somewhat worried",8,"4 - Less than once a day but at least 4 times a week","3 - Once a day",0,"6 - I have never smoked","3 - Once a week",58.4,63.2,"2 - Weekly",171,58,"No",9,"Male",20,NA,"3 - Somewhat like me","Yes",NA,NA
45,"5 - Every day",60,5,4,6,"4 - Not at all interested","3 - Some","1 - Not at all able","2 - Very little","1 - Not at all confident",2,0,3,0,0,5,7,"Yes",7,"4 - Several times a month","1","1 - Much less than most","No","1 - Very safe","5 - Very bad","1 - Yes a lot",6,5,"No",0,"7 - Never","7 - Never","No","Yes","Yes",NA,"No","Yes","Yes",8,"3 - Somewhat worried",7,"7 - Never","7 - Never",3,"1 - I smoke daily, 10 or more cigarettes","1 - Every day",100,100,"1 - Daily or almost daily",165,45,"No",8,"Male",59,"Living with my partner - legally recognised","1 - Very much like me","Yes","Vlaams Belang",NA
15,"5 - Every day",300,7,7,6,"3 - Hardly interested","2 - Very little","1 - Not at all able","2 - Very little","1 - Not at all confident",7,8,9,5,5,7,7,"Not eligible to vote",10,"4 - Several times a month","7-9","3 - About the same","Yes","2 - Safe","2 - Good","3 - No",7,8,"Yes",7,"6 - Less often","7 - Never","No","Yes","Yes",NA,"Yes","Yes","Yes",8,"3 - Somewhat worried",8,"3 - Once a day","2 - Twice a day",0,"6 - I have never smoked","3 - Once a week",0,80,"2 - Weekly",168,52,"No",10,"Female",17,NA,"3 - Somewhat like me","Yes",NA,NA
30,"5 - Every day",240,7,7,6,"3 - Hardly interested","3 - Some","2 - A little able","3 - Some","1 - Not at all confident",6,8,8,7,7,7,8,"Not eligible to vote",8,"5 - Once a week","3","4 - More than most","No","2 - Safe","2 - Good","3 - No",9,9,"No",0,"7 - Never","7 - Never","No","Yes","Yes",NA,"Yes","Yes","Yes",8,"3 - Somewhat worried",8,"3 - Once a day","3 - Once a day",7,"6 - I have never smoked","5 - Once a month",40,80,"3 - Monthly",175,80,"No",7,"Male",18,NA,"3 - Somewhat like me","Yes",NA,NA
90,"5 - Every day",510,8,7,7,"2 - Quite interested","2 - Very little","4 - Very able","2 - Very little","4 - Very confident",8,7,7,6,5,5,7,"Yes",9,"7 - Every day","3","4 - More than most","No","2 - Safe","2 - Good","3 - No",9,8,"Yes",8,"7 - Never","7 - Never","No","Yes","Yes",NA,"Yes","Yes","Yes",7,"3 - Somewhat worried",10,"3 - Once a day","3 - Once a day",0,"4 - I don’t smoke now but I used to","2 - Several times a week",0,39.6,"5 - Never",168,52,"No",10,"Female",60,NA,"6 - Not like me at all","Yes","Open VLD",NA
240,"1 - Never",NA,7,8,4,"4 - Not at all interested","1 - Not at all","1 - Not at all able","1 - Not at all","1 - Not at all confident",5,8,9,8,5,7,NA,"Yes",7,"2 - Less than once a month","2","3 - About the same","No","3 - Unsafe","3 - Fair","2 - Yes to some extent",5,NA,"Yes",7,"5 - Only on special holy days","5 - Only on special holy days","No","Yes","Yes",NA,"Yes","Yes","Yes",7,"4 - Very worried",5,"2 - Twice a day","2 - Twice a day",0,"4 - I don’t smoke now but I used to","7 - Never",NA,NA,"6 - Not applicable",164,85,"No",7,"Male",78,"Legally married","3 - Somewhat like me","Yes","CD&V","CD&V"
150,"4 - Most days",180,5,6,5,"2 - Quite interested","2 - Very little","2 - A little able","4 - A lot","3 - Quite confident",6,8,7,7,5,5,4,"Yes",6,"4 - Several times a month","1","4 - More than most","Yes","2 - Safe","2 - Good","3 - No",7,5,"Yes",9,"3 - Once a week","1 - Every day","No","Yes","No",1985,"No","No","No",5,"3 - Somewhat worried",6,"2 - Twice a day","3 - Once a day",0,"6 - I have never smoked","6 - Less than once a month",13.2,13.2,"5 - Never",170,82,"No",5,"Male",68,"Legally married","2 - Like me","Yes","PS",NA
0,"5 - Every day",480,5,4,2,"4 - Not at all interested","2 - Very little","1 - Not at all able","2 - Very little","1 - Not at all confident",2,2,5,4,4,5,2,"Yes",5,"2 - Less than once a month","0 - None","1 - Much less than most","No","1 - Very safe","3 - Fair","1 - Yes a lot",9,3,"Yes",8,"7 - Never","4 - At least once a month","Yes","Yes","Yes",NA,"No","No","Yes",10,"2 - Not very worried",3,"5 - Less than 4 times a week but at least once a week","4 - Less than once a day but at least 4 times a week",5,"2 - I smoke daily, 9 or fewer cigarettes","7 - Never",NA,NA,"6 - Not applicable",163,60,"No",4,"Female",37,NA,"2 - Like me","No","PS",NA
30,"3 - A few times a week",NA,5,5,5,"2 - Quite interested","2 - Very little","2 - A little able","2 - Very little","2 - A little confident",5,3,6,6,5,NA,NA,"Yes",7,"5 - Once a week","2","3 - About the same","No","2 - Safe","2 - Good","3 - No",6,3,"No",2,"6 - Less often","7 - Never","No","Yes","Yes",NA,"Yes","Yes","Yes",7,"4 - Very worried",7,"2 - Twice a day","3 - Once a day",2,"4 - I don’t smoke now but I used to","2 - Several times a week",26.4,26.4,"5 - Never",178,100,"No",7,"Male",71,"Legally married","4 - A little like me","Yes","N-VA",NA
30,"5 - Every day",300,5,4,4,"2 - Quite interested","4 - A lot","4 - Very able","3 - Some","3 - Quite confident",6,7,8,8,6,6,7,"Not eligible to vote",7,"5 - Once a week","4-6","3 - About the same","No","1 - Very safe","1 - Very good","3 - No",9,9,"Yes",9,"6 - Less often","2 - More than once a week","No","No","No",2019,"No","No","No",8,"3 - Somewhat worried",7,"2 - Twice a day","2 - Twice a day",0,"6 - I have never smoked","7 - Never",NA,NA,"6 - Not applicable",159,45,"Yes",7,"Female",18,NA,"4 - A little like me","No",NA,"MR"
60,"5 - Every day",420,5,6,7,"3 - Hardly interested","2 - Very little","3 - Quite able","3 - Some","2 - A little confident",6,7,7,5,4,7,8,"No",8,"7 - Every day","4-6","3 - About the same","No","3 - Unsafe","1 - Very good","3 - No",6,4,"Yes",7,"4 - At least once a month","2 - More than once a week","No","Yes","Yes",NA,"Yes","Yes","No",7,"4 - Very worried",6,"4 - Less than once a day but at least 4 times a week","4 - Less than once a day but at least 4 times a week",7,"6 - I have never smoked","6 - Less than once a month",0,10,"5 - Never",170,56,"No",7,"Female",16,NA,"3 - Somewhat like me","Yes",NA,NA
60,"5 - Every day",360,6,7,5,"4 - Not at all interested","1 - Not at all","1 - Not at all able","1 - Not at all","1 - Not at all confident",6,8,7,NA,7,8,8,"Yes",7,"6 - Several times a week","4-6","1 - Much less than most","No","3 - Unsafe","4 - Bad","1 - Yes a lot",8,10,"Yes",9,"5 - Only on special holy days","3 - Once a week","No","Yes","No",1987,"No","No","No",2,"3 - Somewhat worried",7,"4 - Less than once a day but at least 4 times a week","4 - Less than once a day but at least 4 times a week",0,"4 - I don’t smoke now but I used to","6 - Less than once a month",0,9.8,"5 - Never",172,82,"Yes",5,"Male",53,"Legally married","1 - Very much like me","No",NA,NA
20,"5 - Every day",660,7,6,5,"3 - Hardly interested","3 - Some","3 - Quite able","4 - A lot","4 - Very confident",4,7,5,4,3,7,6,"Yes",8,"4 - Several times a month","4-6","3 - About the same","No","2 - Safe","2 - Good","3 - No",3,7,"No",0,"7 - Never","7 - Never","No","Yes","Yes",NA,"Yes","Yes","Yes",7,"4 - Very worried",8,"4 - Less than once a day but at least 4 times a week","3 - Once a day",3,"2 - I smoke daily, 9 or fewer cigarettes","4 - 2-3 times a month",12.3,40,"4 - Less than monthly",170,60,"No",8,"Male",27,"Living with my partner - legally recognised","4 - A little like me","Yes","Sp.a (Vooruit)",NA
150,"5 - Every day",150,7,7,7,"1 - Very interested","2 - Very little","3 - Quite able","1 - Not at all","3 - Quite confident",3,5,7,1,1,1,3,"Yes",9,"6 - Several times a week","4-6","3 - About the same","No","1 - Very safe","1 - Very good","3 - No",2,3,"Yes",4,"7 - Never","6 - Less often","No","Yes","Yes",NA,"Yes","Yes","Yes",7,"3 - Somewhat worried",7,"4 - Less than once a day but at least 4 times a week","3 - Once a day",4,"4 - I don’t smoke now but I used to","2 - Several times a week",30,26.4,"5 - Never",177,73,"No",8,"Male",45,"Living with my partner - legally recognised","4 - A little like me","Yes","CD&V",NA
120,"5 - Every day",600,7,8,4,"3 - Hardly interested","3 - Some","2 - A little able","1 - Not at all","2 - A little confident",4,3,5,3,3,5,6,"Yes",8,"6 - Several times a week","7-9","3 - About the same","No","1 - Very safe","2 - Good","3 - No",2,4,"No",2,"7 - Never","7 - Never","No","Yes","Yes",NA,"Yes","Yes","Yes",5,"3 - Somewhat worried",7,"3 - Once a day","2 - Twice a day",5,"6 - I have never smoked","6 - Less than once a month",0,6.6,"5 - Never",176,73,"No",8,"Female",27,"Living with my partner - not legally recognised","2 - Like me","Yes","N-VA",NA
300,"5 - Every day",480,7,5,8,"2 - Quite interested","2 - Very little","2 - A little able","3 - Some","1 - Not at all confident",2,2,6,5,4,6,3,"No",7,"6 - Several times a week","4-6","1 - Much less than most","Yes","2 - Safe","2 - Good","3 - No",3,5,"No",8,"7 - Never","3 - Once a week","Yes","Yes","Yes",NA,"No","Yes","Yes",7,"4 - Very worried",6,"2 - Twice a day","2 - Twice a day",5,"4 - I don’t smoke now but I used to","4 - 2-3 times a month",32.6,150.7,"3 - Monthly",174,56,"No",4,"Female",21,NA,NA,"No",NA,"PVDA"
